site,plot,date,observer,transectID,start_time,position,field_plant_sp,inflor_count,true_plant_sp,notes,year,season,,,,,,,,,,,,,,,
Waco,Area 12,6/5/2023,LR,QL2,15:08,39,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 12,6/5/2023,LR,QL2,15:08,39,STNIN,17,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 12,6/5/2023,LR,QL2,15:08,42,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 12,6/5/2023,LR,QL2,15:08,45,CETE2,51,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 12,6/5/2023,LR,QL2,15:08,45,CRMO_,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 12,6/5/2023,LR,QL2,15:08,48,CETE2,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,0,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,3,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,6,SACA3,14,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,6,CETE2,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,9,MOCI,5,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,9,SACA3,16,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,9,CETE2,14,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,12,PATA5,4,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,15,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,18,SACA3,3,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,18,CETE2,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,21,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,24,MOCI,12,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,27,TRPE4,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,27,CETE2,30,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,30,MOCI,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,30,GLIBI2,9,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,30,CETE2,7,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,33,CITE2,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,33,MOCI,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,36,MOCI,4,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,36,CETE2,8,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,36,PATA5,5,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,39,PATA5,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,42,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,45,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL1,14:01,48,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,0,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,3,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,6,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,9,CETE2,5,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,12,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,15,SACA3,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,15,CETE2,10,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,18,HOCI,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,18,SACA3,15,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,18,CETE2,7,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,21,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,21,SACA3,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,21,CETE2,4,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,24,CETE2,4,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,27,SACA3,20,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,30,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,33,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,36,POTE3,6,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,39,SACA3,27,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,39,CETE2,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,42,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,45,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,CENTER,14:01,48,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,0,SACA3,6,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,0,MOCI,4,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,3,PATA5,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,3,CETE2,5,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,3,SACA3,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,6,PATA5,4,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,9,MOCI,3,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,9,PATA5,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,9,CETE2,10,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,12,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,15,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,18,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,21,SACA3,6,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,21,CETE2,3,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,24,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,27,SACA3,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,27,CETE2,3,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,30,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,33,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,36,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,39,SACA3,8,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,42,MOCI,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,45,MOCI,6,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 112,5/2/2023,LR,QL2,14:01,48,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,0,SACA3,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,0,DRAM,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,0,CETE2,4,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,0,ASVI2,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,3,DRAM,5,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,3,MOCI,3,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,6,DRAM,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,9,PHNO2,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,12,MOCI,6,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,12,PHNO2,5,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,12,CETE2,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,15,PHNO2,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,18,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,21,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,24,CETE2,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,24,DRAM,5,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,27,CETE2,4,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,27,DRAM,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,30,CRMO_,5,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,33,DRAM,5,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,33,SACA3,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,36,SACA3,5,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,36,CETE2,3,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,39,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,39,PHNO2,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,42,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,45,CETE2,6,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,45,DRAM,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL1,13:30,48,ASVI2,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,0,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,3,PHNO2,3,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,3,LYALL,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,3,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,6,PHNO2,13,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,6,LYALL,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,6,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,9,PHNO2,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,9,LYALL,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,12,SACA3,3,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,12,MOCI,8,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,12,PHNO2,5,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,15,CETE2,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,15,DRAM,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,15,SACA2,5,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,18,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,21,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,24,DRAM,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,27,SACA3,3,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,27,DRAM,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,30,SACA2,11,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,30,MOC1,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,33,SACA2,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,36,SACA3,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,39,MOC1,10,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,42,LYALL,3,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,42,ASVI2,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,45,MOCI,13,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,48,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,48,CETE2,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,CENTER,13:30,48,DRAM,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,0,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,3,MOCI,5,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,3,SACA3,3,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,6,SACA3,8,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,6,MOCI,4,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,9,CETE2,5,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,9,MOCI,15,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,12,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,15,PHNO2,3,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,18,CETE2,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,18,MOCI,6,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,21,MOCI,6,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,21,SACA3,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,24,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,27,LYALL,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,30,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,33,CETE2,1,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,33,LYALL,5,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,36,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,39,CETE2,4,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,39,SACA3,2,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,42,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,45,MOC1,4,,,2023,summer,,,,,,,,,,,,,,,
Waco,Area 111,6/5/2023,MC,QL2,13:30,48,ASVI2,2,,,2023,summer,,,,,,,,,,,,,,,
