Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
Clay Deer,-98.2223,32.8882,315,4/14/19,25.4,3,7,11
Clay Deer,-98.2223,32.8882,315,4/15/19,0,4.6,12.3,20.1
Clay Deer,-98.2223,32.8882,315,4/16/19,0,10.8,19.7,28.6
Clay Deer,-98.2223,32.8882,315,4/17/19,0,15.9,20.3,24.7
Clay Deer,-98.2223,32.8882,315,4/18/19,7.98,14,22.3,30.6
Clay Deer,-98.2223,32.8882,315,4/19/19,0.69,9.8,16.1,22.3
Clay Deer,-98.2223,32.8882,315,4/20/19,0,5.3,12.6,19.9
Clay Deer,-98.2223,32.8882,315,4/21/19,0,6.6,17.4,28.2
Clay Deer,-98.2223,32.8882,315,4/22/19,0,14.2,21.7,29.1
Clay Deer,-98.2223,32.8882,315,4/23/19,0,17,21.1,25.3
Clay Deer,-98.2223,32.8882,315,4/24/19,41.6,15,18.9,22.9
Clay Deer,-98.2223,32.8882,315,4/25/19,3.61,10.5,14.2,18
Clay Deer,-98.2223,32.8882,315,4/26/19,0,9.1,18.3,27.5
Clay Deer,-98.2223,32.8882,315,4/27/19,0,9.7,17.1,24.5
Clay Deer,-98.2223,32.8882,315,4/28/19,5.4,15.2,22.9,30.5
Clay Deer,-98.2223,32.8882,315,4/29/19,0,17.4,23.4,29.3
Clay Deer,-98.2223,32.8882,315,4/30/19,0.4,18,22.6,27.3
Clay Deer,-98.2223,32.8882,315,5/1/19,6.51,20.5,23.1,25.7
Clay Deer,-98.2223,32.8882,315,5/2/19,79.08,15,22,28.9
Clay Deer,-98.2223,32.8882,315,5/3/19,5.86,14.2,18.6,23
Clay Deer,-98.2223,32.8882,315,5/4/19,12.56,14.8,20,25.2
Clay Deer,-98.2223,32.8882,315,5/5/19,0,13.4,19,24.5
Clay Deer,-98.2223,32.8882,315,5/6/19,0,14.6,20.9,27.2
Clay Deer,-98.2223,32.8882,315,5/7/19,0,17.8,23,28.2
Clay Deer,-98.2223,32.8882,315,5/8/19,35.2,16,22.4,28.8
Clay Deer,-98.2223,32.8882,315,5/9/19,16.18,14.9,18.6,22.4
Clay Deer,-98.2223,32.8882,315,5/10/19,0,8.4,13,17.6
Clay Deer,-98.2223,32.8882,315,5/11/19,18.83,8.9,11.9,14.9
Clay Deer,-98.2223,32.8882,315,5/12/19,4,8.2,12.4,16.5
Clay Deer,-98.2223,32.8882,315,5/13/19,0,9,16.7,24.3
Clay Deer,-98.2223,32.8882,315,5/14/19,0,12.6,20.3,28
Clay Deer,-98.2223,32.8882,315,5/15/19,0,14.1,21,27.9
Clay Deer,-98.2223,32.8882,315,5/16/19,0,15.8,22.7,29.5
Clay Deer,-98.2223,32.8882,315,5/17/19,0,18.7,24.6,30.4
Clay Deer,-98.2223,32.8882,315,5/18/19,0.29,20.8,25.3,29.9
Clay Deer,-98.2223,32.8882,315,5/19/19,50.92,12.6,20.4,28.3
Clay Deer,-98.2223,32.8882,315,5/20/19,0,14.1,21,28
Clay Deer,-98.2223,32.8882,315,5/21/19,15.48,16.9,23.7,30.5
Clay Deer,-98.2223,32.8882,315,5/22/19,0,16.2,21.9,27.6
Clay Deer,-98.2223,32.8882,315,5/23/19,0,19.4,25.5,31.5
Clay Deer,-98.2223,32.8882,315,5/24/19,0,23.8,27.6,31.5
Clay Deer,-98.2223,32.8882,315,5/25/19,0,21.3,25.9,30.5
Clay Deer,-98.2223,32.8882,315,5/26/19,0,20.9,25.9,30.9
Clay Deer,-98.2223,32.8882,315,5/27/19,0,21.1,25.7,30.3
Clay Deer,-98.2223,32.8882,315,5/28/19,0,21.8,26.1,30.5
Clay Deer,-98.2223,32.8882,315,5/29/19,0,22.7,26.7,30.6
Clay Deer,-98.2223,32.8882,315,5/30/19,53.62,16.7,21,25.4
Clay Deer,-98.2223,32.8882,315,5/31/19,3.28,17,22.7,28.4
Clay Deer,-98.2223,32.8882,315,6/1/19,8.71,17.6,23.2,28.7
Clay Deer,-98.2223,32.8882,315,6/2/19,68.54,18.5,25.2,32
Clay Deer,-98.2223,32.8882,315,6/3/19,0.64,19.6,23.6,27.6
Clay Deer,-98.2223,32.8882,315,6/4/19,0,21.8,26.5,31.3
Clay Deer,-98.2223,32.8882,315,6/5/19,0.44,21.8,26,30.1
Clay Deer,-98.2223,32.8882,315,6/6/19,9.26,17.8,24,30.3
Clay Deer,-98.2223,32.8882,315,6/7/19,0.87,18.2,24,29.8
Clay Deer,-98.2223,32.8882,315,6/8/19,0,18.5,24.3,30.1
Clay Deer,-98.2223,32.8882,315,6/9/19,0,20.4,26.8,33.3
Clay Deer,-98.2223,32.8882,315,6/10/19,0.26,18.8,25.9,32.9
Clay Deer,-98.2223,32.8882,315,6/11/19,0,15.9,21.1,26.4
Clay Deer,-98.2223,32.8882,315,6/12/19,0.56,15.8,20.9,26
Clay Deer,-98.2223,32.8882,315,6/13/19,0.35,13.8,21.3,28.8
Clay Deer,-98.2223,32.8882,315,6/14/19,0,15.4,22.8,30.1
Clay Deer,-98.2223,32.8882,315,6/15/19,0,20.1,26.5,32.9
Clay Deer,-98.2223,32.8882,315,6/16/19,2.21,19.1,26.6,34.1
Clay Deer,-98.2223,32.8882,315,6/17/19,16.07,16.9,23.4,29.8
Clay Deer,-98.2223,32.8882,315,6/18/19,0.35,17.9,24.3,30.8
Clay Deer,-98.2223,32.8882,315,6/19/19,12.01,19,26.1,33.1
Clay Deer,-98.2223,32.8882,315,6/20/19,0,20.5,28,35.5
Clay Deer,-98.2223,32.8882,315,6/21/19,0,23.7,29.9,36
Clay Deer,-98.2223,32.8882,315,6/22/19,0,25.8,30.5,35.2
Clay Deer,-98.2223,32.8882,315,6/23/19,1.06,25.3,28,30.7
Clay Deer,-98.2223,32.8882,315,6/24/19,14.89,18.9,26.4,33.9
Clay Deer,-98.2223,32.8882,315,6/25/19,0,19.1,24.6,30.1
Clay Deer,-98.2223,32.8882,315,6/26/19,0,19.6,26.3,33
Clay Deer,-98.2223,32.8882,315,6/27/19,0,20.9,26.5,32
Clay Deer,-98.2223,32.8882,315,6/28/19,0,21.3,27.3,33.2
Clay Deer,-98.2223,32.8882,315,6/29/19,0,21.6,27.9,34.1
Clay Deer,-98.2223,32.8882,315,6/30/19,0,20.8,27.9,35.1
Clay Deer,-98.2223,32.8882,315,7/1/19,0,21.4,26.7,32
Clay Deer,-98.2223,32.8882,315,7/2/19,0.61,22.2,27.6,33
Clay Deer,-98.2223,32.8882,315,7/3/19,0,22,28,33.9
Clay Deer,-98.2223,32.8882,315,7/4/19,0,23,28.4,33.9
Clay Deer,-98.2223,32.8882,315,7/5/19,0,23.9,28.8,33.6
Clay Deer,-98.2223,32.8882,315,7/6/19,0,24.2,29.3,34.3
Clay Deer,-98.2223,32.8882,315,7/7/19,8.31,22.2,28.5,34.7
Clay Deer,-98.2223,32.8882,315,7/8/19,5,23.1,28.9,34.7
Clay Deer,-98.2223,32.8882,315,7/9/19,69.12,21.7,23.9,26
Clay Deer,-98.2223,32.8882,315,7/10/19,0,23.2,29.3,35.5
Clay Deer,-98.2223,32.8882,315,7/11/19,1.4,22,29.8,37.5
Clay Deer,-98.2223,32.8882,315,7/12/19,0,22,28.3,34.5
Clay Deer,-98.2223,32.8882,315,7/13/19,0,19.7,26.3,32.9
Clay Deer,-98.2223,32.8882,315,7/14/19,0,20.7,26.7,32.8
Clay Deer,-98.2223,32.8882,315,7/15/19,0,20.6,26.9,33.2
Clay Deer,-98.2223,32.8882,315,7/16/19,0,22,28.3,34.6
Clay Deer,-98.2223,32.8882,315,7/17/19,0,24.3,30.7,37.2
Clay Deer,-98.2223,32.8882,315,7/18/19,0,24.4,30.1,35.7
Clay Deer,-98.2223,32.8882,315,7/19/19,0,24.7,30.5,36.2
Clay Deer,-98.2223,32.8882,315,7/20/19,0,24.7,30.7,36.7
Clay Deer,-98.2223,32.8882,315,7/21/19,0,24.1,30.3,36.5
Clay Deer,-98.2223,32.8882,315,7/22/19,0,23.1,30,37
Clay Deer,-98.2223,32.8882,315,7/23/19,0.36,20.5,27,33.6
Clay Deer,-98.2223,32.8882,315,7/24/19,0,18.3,24.8,31.2
Clay Deer,-98.2223,32.8882,315,7/25/19,0,16.7,24.1,31.5
Clay Deer,-98.2223,32.8882,315,7/26/19,0,17.1,24.3,31.5
Clay Deer,-98.2223,32.8882,315,7/27/19,0,18.2,25.4,32.5
Clay Deer,-98.2223,32.8882,315,7/28/19,0,21.7,27.8,33.9
Clay Deer,-98.2223,32.8882,315,7/29/19,0,22.9,29.5,36.1
Clay Deer,-98.2223,32.8882,315,7/30/19,0.94,22.5,29.4,36.4
Clay Deer,-98.2223,32.8882,315,7/31/19,0,22,30.1,38.2
Clay Deer,-98.2223,32.8882,315,8/1/19,0,22.7,30.2,37.7
Clay Deer,-98.2223,32.8882,315,8/2/19,0,23.3,29.9,36.6
Clay Deer,-98.2223,32.8882,315,8/3/19,1.26,23.8,30.5,37.1
Clay Deer,-98.2223,32.8882,315,8/4/19,0.52,24,28.2,32.4
Clay Deer,-98.2223,32.8882,315,8/5/19,0,22.9,28.5,34.1
Clay Deer,-98.2223,32.8882,315,8/6/19,0,23.6,29.8,36.1
Clay Deer,-98.2223,32.8882,315,8/7/19,0,24.7,31.2,37.7
Clay Deer,-98.2223,32.8882,315,8/8/19,0,25.5,32.3,39
Clay Deer,-98.2223,32.8882,315,8/9/19,0,25.4,31.7,38.1
Clay Deer,-98.2223,32.8882,315,8/10/19,0,25.3,32.2,39.1
Clay Deer,-98.2223,32.8882,315,8/11/19,0,24.6,32,39.5
Clay Deer,-98.2223,32.8882,315,8/12/19,0,24.2,31.9,39.5
Clay Deer,-98.2223,32.8882,315,8/13/19,0,24.5,31.9,39.3
Clay Deer,-98.2223,32.8882,315,8/14/19,0,24.3,31.6,38.9
Clay Deer,-98.2223,32.8882,315,8/15/19,0,22.1,28.9,35.6
Clay Deer,-98.2223,32.8882,315,8/16/19,0,22.4,29.8,37.2
Clay Deer,-98.2223,32.8882,315,8/17/19,0,24.6,32,39.4
Clay Deer,-98.2223,32.8882,315,8/18/19,0,26.1,33,39.8
Clay Deer,-98.2223,32.8882,315,8/19/19,0,25.4,32.4,39.4
Clay Deer,-98.2223,32.8882,315,8/20/19,0,24.1,31.4,38.7
Clay Deer,-98.2223,32.8882,315,8/21/19,0,23.9,31.2,38.6
Clay Deer,-98.2223,32.8882,315,8/22/19,0,24.3,31.3,38.2
Clay Deer,-98.2223,32.8882,315,8/23/19,0,24.7,31,37.4
Clay Deer,-98.2223,32.8882,315,8/24/19,27.8,21.9,29.1,36.2
Clay Deer,-98.2223,32.8882,315,8/25/19,0,22,28.1,34.2
Clay Deer,-98.2223,32.8882,315,8/26/19,0,22.5,29.6,36.7
Clay Deer,-98.2223,32.8882,315,8/27/19,22.59,21.4,30.6,39.9
Clay Deer,-98.2223,32.8882,315,8/28/19,28.41,20.5,22.8,25.1
Clay Deer,-98.2223,32.8882,315,8/29/19,0,21.4,27.2,33
Clay Deer,-98.2223,32.8882,315,8/30/19,0,23.4,29.8,36.2
Clay Deer,-98.2223,32.8882,315,8/31/19,6.99,20.4,27.4,34.4
Clay Deer,-98.2223,32.8882,315,9/1/19,0.76,20.6,26.8,33
Clay Deer,-98.2223,32.8882,315,9/2/19,0,21.3,27.7,34.1
Clay Deer,-98.2223,32.8882,315,9/3/19,0,20.5,27.5,34.5
Clay Deer,-98.2223,32.8882,315,9/4/19,0,20.3,27.6,34.9
Clay Deer,-98.2223,32.8882,315,9/5/19,0,20.1,27.5,35
Clay Deer,-98.2223,32.8882,315,9/6/19,0,19.9,27.8,35.7
Clay Deer,-98.2223,32.8882,315,9/7/19,0,20.4,28.5,36.7
Clay Deer,-98.2223,32.8882,315,9/8/19,0,20.3,28.6,37
Clay Deer,-98.2223,32.8882,315,9/9/19,0,21.2,28.5,35.8
Clay Deer,-98.2223,32.8882,315,9/10/19,0,22.3,28.5,34.7
Clay Deer,-98.2223,32.8882,315,9/11/19,0,20.8,27.7,34.5
Clay Deer,-98.2223,32.8882,315,9/12/19,0,21.1,27.5,33.8
Clay Deer,-98.2223,32.8882,315,9/13/19,0,21.6,28.1,34.6
Clay Deer,-98.2223,32.8882,315,9/14/19,0,21.2,27.1,33
Clay Deer,-98.2223,32.8882,315,9/15/19,0,19.8,27.5,35.3
Clay Deer,-98.2223,32.8882,315,9/16/19,0,19.9,27.8,35.6
Clay Deer,-98.2223,32.8882,315,9/17/19,0,20.1,27.6,35.2
Clay Deer,-98.2223,32.8882,315,9/18/19,0,20.3,27.4,34.4
Clay Deer,-98.2223,32.8882,315,9/19/19,0,20.3,27.3,34.4
Clay Deer,-98.2223,32.8882,315,9/20/19,0,20.6,25.7,30.8
Clay Deer,-98.2223,32.8882,315,9/21/19,0,23.4,29.3,35.2
Clay Deer,-98.2223,32.8882,315,9/22/19,0,23.9,29.1,34.3
Clay Deer,-98.2223,32.8882,315,9/23/19,4.9,23.1,28.6,34
Clay Deer,-98.2223,32.8882,315,9/24/19,0,22.8,28.5,34.2
Clay Deer,-98.2223,32.8882,315,9/25/19,0.55,22.5,29,35.6
Clay Deer,-98.2223,32.8882,315,9/26/19,0,23.5,30.2,37
Clay Deer,-98.2223,32.8882,315,9/27/19,0,23.1,29.5,35.8
Clay Deer,-98.2223,32.8882,315,9/28/19,0,23.1,29.5,35.9
Clay Deer,-98.2223,32.8882,315,9/29/19,0,23.6,29,34.5
Clay Deer,-98.2223,32.8882,315,9/30/19,0,23.5,28.9,34.3
Clay Deer,-98.2223,32.8882,315,10/1/19,0,23.1,28.5,33.9
Clay Deer,-98.2223,32.8882,315,10/2/19,0,22.6,28.5,34.5
Clay Deer,-98.2223,32.8882,315,10/3/19,0,21,27.8,34.6
Clay Deer,-98.2223,32.8882,315,10/4/19,0,18.6,26.6,34.6
Clay Deer,-98.2223,32.8882,315,10/5/19,0,18.5,25.4,32.3
Clay Deer,-98.2223,32.8882,315,10/6/19,0,20.5,27.6,34.6
Clay Deer,-98.2223,32.8882,315,10/7/19,0.59,12.1,23.7,35.3
Clay Deer,-98.2223,32.8882,315,10/8/19,0,8.3,17,25.7
Clay Deer,-98.2223,32.8882,315,10/9/19,0,8.9,18,27
Clay Deer,-98.2223,32.8882,315,10/10/19,0,16.6,24.3,32
Clay Deer,-98.2223,32.8882,315,10/11/19,7.82,5.9,19.4,32.9
Clay Deer,-98.2223,32.8882,315,10/12/19,0.49,-0.8,8.2,17.2
Clay Deer,-98.2223,32.8882,315,10/13/19,0,-0.8,9.4,19.6
Clay Deer,-98.2223,32.8882,315,10/14/19,0,12.8,20.3,27.9
Clay Deer,-98.2223,32.8882,315,10/15/19,0,16.2,21.4,26.6
Clay Deer,-98.2223,32.8882,315,10/16/19,4.46,10.1,21.2,32.3
Clay Deer,-98.2223,32.8882,315,10/17/19,0,5.9,13.3,20.6
Clay Deer,-98.2223,32.8882,315,10/18/19,0,6,15,24.1
Clay Deer,-98.2223,32.8882,315,10/19/19,0.44,9,17.7,26.4
Clay Deer,-98.2223,32.8882,315,10/20/19,0,8.3,17.6,27
Clay Deer,-98.2223,32.8882,315,10/21/19,9.26,7.9,20.1,32.4
Clay Deer,-98.2223,32.8882,315,10/22/19,0,3.3,13,22.6
Clay Deer,-98.2223,32.8882,315,10/23/19,0,3.5,13.4,23.4
Clay Deer,-98.2223,32.8882,315,10/24/19,0,12.3,20.4,28.4
Clay Deer,-98.2223,32.8882,315,10/25/19,29.91,4.4,11.7,18.9
Clay Deer,-98.2223,32.8882,315,10/26/19,2.1,4.5,6.1,7.8
Clay Deer,-98.2223,32.8882,315,10/27/19,0,5.6,13.3,20.9
Clay Deer,-98.2223,32.8882,315,10/28/19,0,4.6,15.5,26.5
Clay Deer,-98.2223,32.8882,315,10/29/19,0,4.5,7.3,10.1
Clay Deer,-98.2223,32.8882,315,10/30/19,8.75,3.6,4.7,5.8
Clay Deer,-98.2223,32.8882,315,10/31/19,0,-3.2,0.8,4.8
Clay Deer,-98.2223,32.8882,315,11/1/19,0,-4.5,3.4,11.2
Clay Deer,-98.2223,32.8882,315,11/2/19,0,-2.6,7.7,18
Clay Deer,-98.2223,32.8882,315,11/3/19,0,0.5,8.7,16.9
Clay Deer,-98.2223,32.8882,315,11/4/19,0,4,12.5,21.1
Clay Deer,-98.2223,32.8882,315,11/5/19,0,8,17.6,27.1
Clay Deer,-98.2223,32.8882,315,11/6/19,0,10.4,13.2,16
Clay Deer,-98.2223,32.8882,315,11/7/19,76.91,10.5,16.8,23.1
Clay Deer,-98.2223,32.8882,315,11/8/19,9.63,2.5,6.2,10
Clay Deer,-98.2223,32.8882,315,11/9/19,0,2.3,7.2,12.1
Clay Deer,-98.2223,32.8882,315,11/10/19,0,3.4,13.1,22.7
Clay Deer,-98.2223,32.8882,315,11/11/19,0,9.9,17.3,24.7
Clay Deer,-98.2223,32.8882,315,11/12/19,0.34,-7,4.6,16.3
Clay Deer,-98.2223,32.8882,315,11/13/19,0,-7.6,-2.2,3.2
Clay Deer,-98.2223,32.8882,315,11/14/19,0,-4.2,2.8,9.8
Clay Deer,-98.2223,32.8882,315,11/15/19,0,-2.1,6.1,14.3
Clay Deer,-98.2223,32.8882,315,11/16/19,0,-2.6,6.8,16.2
Clay Deer,-98.2223,32.8882,315,11/17/19,0,2,10,18
Clay Deer,-98.2223,32.8882,315,11/18/19,0,2.1,10.5,19
Clay Deer,-98.2223,32.8882,315,11/19/19,0,1.5,12.3,23.1
Clay Deer,-98.2223,32.8882,315,11/20/19,0,4.6,15.6,26.6
Clay Deer,-98.2223,32.8882,315,11/21/19,1.06,15.7,20.6,25.5
Clay Deer,-98.2223,32.8882,315,11/22/19,6.44,5.8,13.5,21.2
Clay Deer,-98.2223,32.8882,315,11/23/19,2.11,-0.8,3.7,8.2
Clay Deer,-98.2223,32.8882,315,11/24/19,0,-1.3,6.1,13.4
Clay Deer,-98.2223,32.8882,315,11/25/19,0,-0.3,10.6,21.5
Clay Deer,-98.2223,32.8882,315,11/26/19,0,8.6,14.5,20.4
Clay Deer,-98.2223,32.8882,315,11/27/19,0,2.6,14.5,26.4
Clay Deer,-98.2223,32.8882,315,11/28/19,14.69,1.5,5.5,9.5
Clay Deer,-98.2223,32.8882,315,11/29/19,11.34,3.9,5.7,7.5
Clay Deer,-98.2223,32.8882,315,11/30/19,2.69,7,14,21
Clay Deer,-98.2223,32.8882,315,12/1/19,0,3.3,11.3,19.3
Clay Deer,-98.2223,32.8882,315,12/2/19,0,-0.5,6.5,13.5
Clay Deer,-98.2223,32.8882,315,12/3/19,0,-1.3,7.1,15.5
Clay Deer,-98.2223,32.8882,315,12/4/19,0,0.9,10.3,19.6
Clay Deer,-98.2223,32.8882,315,12/5/19,0,1,10.3,19.7
Clay Deer,-98.2223,32.8882,315,12/6/19,0,8.5,17.2,25.9
Clay Deer,-98.2223,32.8882,315,12/7/19,0,0.1,7.7,15.3
Clay Deer,-98.2223,32.8882,315,12/8/19,0,-0.1,8.8,17.6
Clay Deer,-98.2223,32.8882,315,12/9/19,0,8.9,16,23
Clay Deer,-98.2223,32.8882,315,12/10/19,11.65,1.2,11.4,21.6
Clay Deer,-98.2223,32.8882,315,12/11/19,0.35,-3.3,2,7.3
Clay Deer,-98.2223,32.8882,315,12/12/19,0,-3.3,4.4,12
