"","year","site.plot","Order","Method","Family","abun","rich","prop_grassy_500m","prop_grassy_750m","prop_grassy_1km","prop_seminat_500m","prop_seminat_750m","prop_seminat_1km","flr_richness","flr_abun","precip30","precip60","avgprecip30","avgprecip60","avgtemp30","avgtemp60","maxtemp30","maxtemp60","precip30_sp18","precip60_sp18","avgprecip30_sp18","avgprecip60_sp18","avgtemp30_sp18","avgtemp60_sp18","maxtemp30_sp18","maxtemp60_sp18","percent_bare","percent_herb","percent_litter","treatment","availwater","area_m2"
"26","2021","CrossTimbers Highway","Hymenoptera","netting","Mellitidae",0,0,0.849537,0.849279,0.861437,0.939815,0.957818,0.963355,15,302,73.84,227.97,2.381935484,3.737213115,25.46451613,22.60819672,34.7,34.7,80.79,199.45,2.606129032,3.269672131,13.80967742,12.36721311,30.8,30.8,0.00551470588235294,0.715686274509804,0.278799019607843,"seed",11.24,20448.47096
"27","2022","CrossTimbers Highway","Hymenoptera","netting","Mellitidae",0,0,0.849537,0.849279,0.861437,0.939815,0.957818,0.963355,0,0,48.16,203.8,1.553548387,3.340983607,26.47741935,24.03278689,38.6,38.6,80.79,199.45,2.606129032,3.269672131,13.80967742,12.36721311,30.8,30.8,0,0.365808823529412,0.630514705882353,"seed",11.24,20448.47096
"28","2018","CrossTimbers Middle","Hymenoptera","netting","Mellitidae",0,0,0.922197,0.938744,0.915089,0.949657,0.959163,0.967298,0,0,6.73,125.5,0.217096774,2.057377049,28.33548387,26.16557377,38.5,38.5,80.79,199.45,2.606129032,3.269672131,13.80967742,12.36721311,30.8,30.8,0.112132352941176,0.714460784313726,0.173406862745098,"5 acre burn",10.85269395,18858.30295
"29","2019","CrossTimbers Middle","Hymenoptera","netting","Mellitidae",0,0,0.922197,0.938744,0.915089,0.949657,0.959163,0.967298,7,299,116.32,314,3.752258065,5.147540984,24.30322581,22.1295082,34.1,34.1,80.79,199.45,2.606129032,3.269672131,13.80967742,12.36721311,30.8,30.8,0.00122549019607843,0.963848039215686,0.0349264705882353,"5 acre burn",10.85269395,18858.30295
"30","2021","CrossTimbers Middle","Hymenoptera","netting","Mellitidae",0,0,0.922197,0.938744,0.915089,0.949657,0.959163,0.967298,12,504,87.26,227.91,2.81483871,3.736229508,25.22580645,22.48360656,34.7,34.7,80.79,199.45,2.606129032,3.269672131,13.80967742,12.36721311,30.8,30.8,0.00122549019607843,0.776960784313726,0.221813725490196,"5 acre burn",10.85269395,18858.30295
"31","2022","CrossTimbers Middle","Hymenoptera","netting","Mellitidae",0,0,0.922197,0.938744,0.915089,0.949657,0.959163,0.967298,0,0,44.94,203.8,1.449677419,3.340983607,26.98387097,24.30819672,38.6,38.6,80.79,199.45,2.606129032,3.269672131,13.80967742,12.36721311,30.8,30.8,0,0.335171568627451,0.660539215686274,"5 acre burn",10.85269395,18858.30295
"32","2018","Crow Cactus","Hymenoptera","netting","Mellitidae",0,0,0.148712,0.184021,0.225086,0.994145,0.997423,0.998568,6,26,58.46,124.29,1.885806452,2.037540984,27.99677419,24.64754098,39.7,39.7,33.05,203.35,1.066129032,3.333606557,15.5516129,13.9442623,33.9,33.9,0.00490196078431373,0.980392156862745,0.0134803921568627,"control",12.99,20304.3093
"33","2019","Crow Cactus","Hymenoptera","netting","Mellitidae",0,0,0.148712,0.184021,0.225086,0.994145,0.997423,0.998568,7,35,186.37,477.16,6.011935484,7.822295082,24.0483871,21.79508197,33.6,33.6,33.05,203.35,1.066129032,3.333606557,15.5516129,13.9442623,33.9,33.9,0.00367647058823529,0.983455882352941,0.00735294117647059,"control",12.99,20304.3093
"34","2021","Crow Cactus","Hymenoptera","netting","Mellitidae",0,0,0.148712,0.184021,0.225086,0.994145,0.997423,0.998568,10,75,226.55,428.98,7.308064516,7.032459016,24.7,22.17868852,34.4,34.4,33.05,203.35,1.066129032,3.333606557,15.5516129,13.9442623,33.9,33.9,0.00857843137254902,0.54656862745098,0.425245098039216,"control",12.99,20304.3093
"35","2022","Crow Cactus","Hymenoptera","netting","Mellitidae",0,0,0.148712,0.184021,0.225086,0.994145,0.997423,0.998568,0,0,68.93,141.59,2.223548387,2.321147541,27.2,25.64098361,41,41,33.05,203.35,1.066129032,3.333606557,15.5516129,13.9442623,33.9,33.9,0.00674019607843137,0.298406862745098,0.674632352941177,"control",12.99,20304.3093
"36","2018","Crow Cattle","Hymenoptera","netting","Mellitidae",0,0,0.414832,0.524438,0.436426,0.994206,0.856253,0.983104,6,125,58.46,124.29,1.885806452,2.037540984,27.99677419,24.64754098,39.7,39.7,33.05,203.35,1.066129032,3.333606557,15.5516129,13.9442623,33.9,33.9,0.33578431372549,0.251225490196078,0.280637254901961,"50 acre burn",12.99,167654.8328
"37","2019","Crow Cattle","Hymenoptera","netting","Mellitidae",0,0,0.414832,0.524438,0.436426,0.994206,0.856253,0.983104,8,123,186.37,477.16,6.011935484,7.822295082,24.0483871,21.79508197,33.6,33.6,33.05,203.35,1.066129032,3.333606557,15.5516129,13.9442623,33.9,33.9,0.113970588235294,0.810661764705882,0.0306372549019608,"50 acre burn",12.99,167654.8328
"38","2021","Crow Cattle","Hymenoptera","netting","Mellitidae",0,0,0.414832,0.524438,0.436426,0.994206,0.856253,0.983104,12,207,226.55,428.98,7.308064516,7.032459016,24.7,22.17868852,34.4,34.4,33.05,203.35,1.066129032,3.333606557,15.5516129,13.9442623,33.9,33.9,0.0582107843137255,0.581495098039216,0.239583333333333,"50 acre burn",12.99,167654.8328
"39","2022","Crow Cattle","Hymenoptera","netting","Mellitidae",0,0,0.414832,0.524438,0.436426,0.994206,0.856253,0.983104,0,0,68.93,141.59,2.223548387,2.321147541,27.2,25.64098361,41,41,33.05,203.35,1.066129032,3.333606557,15.5516129,13.9442623,33.9,33.9,0.0459558823529412,0.228553921568627,0.530024509803922,"50 acre burn",12.99,167654.8328
"40","2018","Crow Gas","Hymenoptera","netting","Mellitidae",0,0,0.409624,0.342813,0.298683,0.936619,0.946226,0.959336,6,358,52.38,122.69,1.689677419,2.011311475,27.90645161,24.70983607,39.5,39.5,30.14,208.39,0.972258065,3.416229508,15.48064516,13.91967213,33.6,33.6,0.204044117647059,0.600490196078431,0.085171568627451,"5 acre burn",15,19959.16117
"41","2019","Crow Gas","Hymenoptera","netting","Mellitidae",0,0,0.409624,0.342813,0.298683,0.936619,0.946226,0.959336,0,0,214.39,469.07,6.915806452,7.689672131,23.80322581,21.55245902,33.5,33.5,30.14,208.39,0.972258065,3.416229508,15.48064516,13.91967213,33.6,33.6,0.0386029411764706,0.788602941176471,0.133578431372549,"5 acre burn",15,19959.16117
"42","2021","Crow Gas","Hymenoptera","netting","Mellitidae",0,0,0.409624,0.342813,0.298683,0.936619,0.946226,0.959336,12,83,209.6,406.69,6.761290323,6.66704918,24.51935484,21.87540984,34.3,34.3,30.14,208.39,0.972258065,3.416229508,15.48064516,13.91967213,33.6,33.6,0.0134803921568627,0.582720588235294,0.365808823529412,"5 acre burn",15,19959.16117
"43","2022","Crow Gas","Hymenoptera","netting","Mellitidae",0,0,0.409624,0.342813,0.298683,0.936619,0.946226,0.959336,0,0,74.7,144.87,2.409677419,2.374918033,27.35806452,25.52786885,40.8,40.8,30.14,208.39,0.972258065,3.416229508,15.48064516,13.91967213,33.6,33.6,0.000612745098039216,0.397671568627451,0.586397058823529,"5 acre burn",15,19959.16117
"44","2018","Crow Hill","Hymenoptera","netting","Mellitidae",0,0,0.284553,0.151235,0.168238,1,1,0.999144,0,0,52.38,122.69,1.689677419,2.011311475,27.90645161,24.70983607,39.5,39.5,30.14,208.39,0.972258065,3.416229508,15.48064516,13.91967213,33.6,33.6,0.0373774509803922,0.61703431372549,0.319852941176471,"seed",6.08,22430.19068
"45","2019","Crow Hill","Hymenoptera","netting","Mellitidae",0,0,0.284553,0.151235,0.168238,1,1,0.999144,0,0,214.39,469.07,6.915806452,7.689672131,23.80322581,21.55245902,33.5,33.5,30.14,208.39,0.972258065,3.416229508,15.48064516,13.91967213,33.6,33.6,0,0.996936274509804,0.00183823529411765,"seed",6.08,22430.19068
"46","2021","Crow Hill","Hymenoptera","netting","Mellitidae",0,0,0.284553,0.151235,0.168238,1,1,0.999144,11,137,209.6,406.69,6.761290323,6.66704918,24.51935484,21.87540984,34.3,34.3,30.14,208.39,0.972258065,3.416229508,15.48064516,13.91967213,33.6,33.6,0.00735294117647059,0.637254901960784,0.347426470588235,"seed",6.08,22430.19068
"47","2022","Crow Hill","Hymenoptera","netting","Mellitidae",0,0,0.284553,0.151235,0.168238,1,1,0.999144,0,0,74.7,144.87,2.409677419,2.374918033,27.35806452,25.52786885,40.8,40.8,30.14,208.39,0.972258065,3.416229508,15.48064516,13.91967213,33.6,33.6,0.00428921568627451,0.0153186274509804,0.961397058823529,"seed",6.08,22430.19068
"48","2022","Crow Hill","Hymenoptera","netting","Mellitidae",0,0,0.284553,0.151235,0.168238,1,1,0.999144,0,0,74.7,144.87,2.409677419,2.374918033,27.35806452,25.52786885,40.8,40.8,30.14,208.39,0.972258065,3.416229508,15.48064516,13.91967213,33.6,33.6,0.00428921568627451,0.0153186274509804,0.961397058823529,"seed",6.08,22430.19068
"49","2018","Davis Cedarsnew","Hymenoptera","netting","Mellitidae",0,0,0.904317,0.878741,0.824964,0.904317,0.916925,0.936299,4,28,91.23,219.76,2.942903226,3.602622951,27.08064516,25.4,36.4,36.4,135.45,236.23,4.369354839,3.872622951,12.57096774,11.75245902,29.6,29.6,0.00122549019607843,0.996323529411765,0.00245098039215686,"5 acre burn",13.75,24136.81969
"50","2019","Davis Cedarsnew","Hymenoptera","netting","Mellitidae",0,0,0.904317,0.878741,0.824964,0.904317,0.916925,0.936299,7,211,143.1,360.42,4.616129032,5.90852459,23.80645161,21.93278689,33.7,33.7,135.45,236.23,4.369354839,3.872622951,12.57096774,11.75245902,29.6,29.6,0.00122549019607843,0.925857843137255,0.0729166666666667,"5 acre burn",13.75,24136.81969
"51","2018","Davis Middlenew","Hymenoptera","netting","Mellitidae",0,0,0.852023,0.881001,0.894842,0.899422,0.919305,0.936103,5,18,84.14,218.45,2.714193548,3.581147541,27.10967742,25.54918033,36.4,36.4,144.98,240.76,4.676774194,3.946885246,12.6,11.78196721,29.7,29.7,0,0.956495098039216,0.0435049019607843,"control",13.75,20316.62733
"52","2019","Davis Middlenew","Hymenoptera","netting","Mellitidae",0,0,0.852023,0.881001,0.894842,0.899422,0.919305,0.936103,6,87,150.53,369.16,4.855806452,6.051803279,23.92580645,22.02131148,33.8,33.8,144.98,240.76,4.676774194,3.946885246,12.6,11.78196721,29.7,29.7,0,0.946691176470588,0.0533088235294118,"control",13.75,20316.62733
"53","2018","Davis Townnew","Hymenoptera","netting","Mellitidae",0,0,0.614219,0.629248,0.659228,0.641026,0.667868,0.705294,1,1,82.82,217.13,2.671612903,3.559508197,27.1483871,25.45901639,36.4,36.4,144.98,240.76,4.676774194,3.946885246,12.6,11.78196721,29.7,29.7,0.00857843137254902,0.901348039215686,0.0900735294117647,"seed",13.75,17835.58154
"54","2019","Davis Townnew","Hymenoptera","netting","Mellitidae",0,0,0.614219,0.629248,0.659228,0.641026,0.667868,0.705294,9,420,150.53,369.16,4.855806452,6.051803279,23.92580645,22.02131148,33.8,33.8,144.98,240.76,4.676774194,3.946885246,12.6,11.78196721,29.7,29.7,0,1,0,"seed",13.75,17835.58154
"55","2018","Hagerman Bennett Hill","Hymenoptera","netting","Mellitidae",0,0,0.584573,0.492798,0.426647,0.895293,0.814814,0.829226,4,90,55.18,116.59,1.78,1.911311475,27.87741935,25.71967213,37.3,37.3,95.23,150.9,3.071935484,2.473770492,13.19032258,13.05409836,28.6,28.7,0.00919117647058824,0.98468137254902,0.00612745098039216,"seed",10.77642841,24536.82119
"56","2019","Hagerman Bennett Hill","Hymenoptera","netting","Mellitidae",0,0,0.584573,0.492798,0.426647,0.895293,0.814814,0.829226,14,799,99.36,248.85,3.20516129,4.079508197,25.72903226,23.97213115,34.6,34.6,95.23,150.9,3.071935484,2.473770492,13.19032258,13.05409836,28.6,28.7,0.00919117647058824,0.950980392156863,0.039828431372549,"seed",10.77642841,24536.82119
"57","2021","Hagerman Bennett Hill","Hymenoptera","netting","Mellitidae",0,0,0.584573,0.492798,0.426647,0.895293,0.814814,0.829226,18,139,151.63,341.37,4.891290323,5.596229508,25.03870968,22.34754098,34.8,34.8,95.23,150.9,3.071935484,2.473770492,13.19032258,13.05409836,28.6,28.7,0.00612745098039216,0.785539215686274,0.208333333333333,"seed",10.77642841,24536.82119
"58","2022","Hagerman Bennett Hill","Hymenoptera","netting","Mellitidae",0,0,0.584573,0.492798,0.426647,0.895293,0.814814,0.829226,0,0,74.74,182.23,2.410967742,2.987377049,27.58064516,24.89180328,38.1,38.1,95.23,150.9,3.071935484,2.473770492,13.19032258,13.05409836,28.6,28.7,0,0.503676470588235,0.492647058823529,"seed",10.77642841,24536.82119
"59","2018","Hagerman Crow Hill","Hymenoptera","netting","Mellitidae",0,0,0.458576,0.423038,0.459599,0.949824,0.965909,0.950144,6,554,45.81,111.43,1.477741935,1.826721311,27.66129032,25.21803279,36.2,36.2,95.64,153.46,3.08516129,2.515737705,13.16451613,12.99836066,28.5,28.6,0.267156862745098,0.627450980392157,0.100490196078431,"50 acre burn",9.528799917,311542.9999
"60","2019","Hagerman Crow Hill","Hymenoptera","netting","Mellitidae",0,0,0.458576,0.423038,0.459599,0.949824,0.965909,0.950144,6,176,110.1,239.06,3.551612903,3.919016393,25.96129032,24.10983607,34.7,34.7,95.64,153.46,3.08516129,2.515737705,13.16451613,12.99836066,28.5,28.6,0.0422794117647059,0.947916666666667,0.00612745098039216,"50 acre burn",9.528799917,311542.9999
"61","2021","Hagerman Crow Hill","Hymenoptera","netting","Mellitidae",0,0,0.458576,0.423038,0.459599,0.949824,0.965909,0.950144,11,618,127.81,313.28,4.122903226,5.135737705,25.3516129,22.53770492,34.9,34.9,95.64,153.46,3.08516129,2.515737705,13.16451613,12.99836066,28.5,28.6,0.113970588235294,0.656862745098039,0.216911764705882,"50 acre burn",9.528799917,311542.9999
"62","2022","Hagerman Crow Hill","Hymenoptera","netting","Mellitidae",0,0,0.458576,0.423038,0.459599,0.949824,0.965909,0.950144,0,0,92.67,217.52,2.989354839,3.565901639,27.70645161,25.02295082,38,38,95.64,153.46,3.08516129,2.515737705,13.16451613,12.99836066,28.5,28.6,0.0416666666666667,0.556985294117647,0.392156862745098,"50 acre burn",9.528799917,311542.9999
"63","2018","Hagerman Meadow Pond","Hymenoptera","netting","Mellitidae",0,0,0.599767,0.495365,0.408075,0.942824,0.933058,0.931557,6,277,55.18,116.59,1.78,1.911311475,27.74516129,25.46721311,36.4,36.4,95.23,150.9,3.071935484,2.473770492,13.19032258,13.05409836,28.6,28.7,0.00183823529411765,0.837622549019608,0.0404411764705882,"control",9.6,18530.4401
"64","2019","Hagerman Meadow Pond","Hymenoptera","netting","Mellitidae",0,0,0.599767,0.495365,0.408075,0.942824,0.933058,0.931557,9,86,97.31,197.03,3.139032258,3.23,26.03548387,24.25737705,34.6,34.6,95.23,150.9,3.071935484,2.473770492,13.19032258,13.05409836,28.6,28.7,0.00390625,0.985026041666667,0.009765625,"control",9.6,18530.4401
"65","2021","Hagerman Meadow Pond","Hymenoptera","netting","Mellitidae",0,0,0.599767,0.495365,0.408075,0.942824,0.933058,0.931557,12,36,151.63,341.37,4.891290323,5.596229508,25.03870968,22.34754098,34.8,34.8,95.23,150.9,3.071935484,2.473770492,13.19032258,13.05409836,28.6,28.7,0.110294117647059,0.51593137254902,0.373161764705882,"control",9.6,18530.4401
"66","2022","Hagerman Meadow Pond","Hymenoptera","netting","Mellitidae",0,0,0.599767,0.495365,0.408075,0.942824,0.933058,0.931557,0,0,74.74,182.23,2.410967742,2.987377049,27.58064516,24.89180328,38.1,38.1,95.23,150.9,3.071935484,2.473770492,13.19032258,13.05409836,28.6,28.7,0,0.496323529411765,0.5,"control",9.6,18530.4401
"67","2018","Hagerman Upper","Hymenoptera","netting","Mellitidae",0,0,0.708625,0.418581,0.328465,0.921912,0.738642,0.665808,3,106,36.54,112.9,1.178709677,1.850819672,27.65483871,25.37868852,36.3,36.3,101.93,163.25,3.288064516,2.676229508,13.05483871,12.88360656,28.6,28.6,0.0294117647058824,0.9375,0.0208333333333333,"5 acre burn",9.4,20479.58348
"68","2019","Hagerman Upper","Hymenoptera","netting","Mellitidae",0,0,0.708625,0.418581,0.328465,0.921912,0.738642,0.665808,15,1718,101.17,225.08,3.263548387,3.689836066,25.83548387,24,34.7,34.7,101.93,163.25,3.288064516,2.676229508,13.05483871,12.88360656,28.6,28.6,0.0367647058823529,0.936887254901961,0.022671568627451,"5 acre burn",9.4,20479.58348
"69","2021","Hagerman Upper","Hymenoptera","netting","Mellitidae",0,0,0.708625,0.418581,0.328465,0.921912,0.738642,0.665808,15,1726,129.45,307.92,4.175806452,5.047868852,25.23870968,22.46393443,34.9,34.9,101.93,163.25,3.288064516,2.676229508,13.05483871,12.88360656,28.6,28.6,0.0465686274509804,0.642156862745098,0.308823529411765,"5 acre burn",9.4,20479.58348
"70","2022","Hagerman Upper","Hymenoptera","netting","Mellitidae",0,0,0.708625,0.418581,0.328465,0.921912,0.738642,0.665808,0,0,74.92,200.98,2.416774194,3.294754098,27.51612903,24.86557377,38,38,101.93,163.25,3.288064516,2.676229508,13.05483871,12.88360656,28.6,28.6,0.0189950980392157,0.547794117647059,0.428308823529412,"5 acre burn",9.4,20479.58348
"71","2018","Lewisville Airfield","Hymenoptera","netting","Mellitidae",0,0,0.26815,0.241927,0.219582,0.789227,0.668375,0.554252,6,106,71.04,130.3,2.291612903,2.136065574,29.5516129,26.68032787,38.8,38.8,70.81,118.51,2.284193548,1.942786885,15.28709677,15.40655738,30.2,30.2,0.104779411764706,0.89031862745098,0.00490196078431373,"seed",12.83762183,25725.95596
